Month,Organisation name,Organisation Code,Directorate,Service Category label,Service Category code,Supplier name,Payment date,Transaction number,Net Amount,Purpose of spend,Procurement classification
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,The Range,01/06/2017,12055345,14.72 ,Materials for Family Event Day at the Poppies 30/5/17,Department Stores (5311)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,01/06/2017,12055345,63.58 ,Bread & milk,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3055,Amazon UK Marketplace,01/06/2017,12055345,7.70 ,to be sent by supplier,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3055,Amazon.Co.Uk,01/06/2017,12055345,8.97 ,Supplier to send in receipt,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3055,Amazon UK Marketplace,01/06/2017,12055345,28.80 ,Supplier to send it,Book Stores (5942)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4015,Argos Ltd,01/06/2017,12055345,11.99 ,electrical timers for central museum,Discount Stores (5310)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4015,Greater Anglia T/o,01/06/2017,12055345,45.60 ,Travel to MOLA to discuss Prittlewell Project,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Booker Limited Southend O,01/06/2017,12055345,6.79 ,Refreshments for Poppies welfare unit,Caterers (5811)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Booker Limited Southend O,01/06/2017,12055345,13.84 ,Poppies Welfare unit - small bottles of drinking water,Caterers (5811)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4270,Sainsburys S/Mkts,01/06/2017,12055345,2.25 ,emergence stock needed for southchurch Library,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4120,Amazon UK Marketplace,01/06/2017,12055345,4.64 ,Cleaning pellets for air rifle used for Pigeon control,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3055,Amazon UK Marketplace,01/06/2017,12055345,5.28 ,receipt to be sent by supplier,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4120,Amazon.Co.Uk,01/06/2017,12055345,11.94 ,"Target holder for pigeon control rifle, for adjusting accuracy.",Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Homebase Ltd 202,01/06/2017,12055345,4.72 ,Volunteer management,Lumber/Build. Supply Stores (5211)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2210,Paypal,01/06/2017,12055345,5.25 ,"Iphone charger for works phone to be charged in car, essential for Emergency Planning response out of hours",Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1085,B&m Retail Ltd,01/06/2017,12055345,89.97 ,Food for Delaware,Discount Stores (5310)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4120,Poundworld Retail,01/06/2017,12055345,6.00 ,Cat food for pier cat.,Discount Stores (5310)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4120,Amazon UK Marketplace,01/06/2017,12055345,9.60 ,pellets for air rifle for Pigeon control,Book Stores (5942)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Environmental And Regulatory Services,4525,Henry Higgins Fish And,01/06/2017,12055345,37.75 ,Dinner claim for EST team (x 5 officers) Bank Holiday Monday 1700 to 2300 hrs (Car cruise patrols an *,Fast Food Restaurants (5814)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Nosh/ El Mexicana,01/06/2017,12055345,4.80 ,Refreshments for meeting,Eating Places/Restaurants (5812)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Sainsburys S/mkt,01/06/2017,12055345,9.15 ,Bottled water and materials for Family craft event at Poppies Wave on 30/5/17,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Marketplace,01/06/2017,12055345,102.89 ,"5 gang power cables, Cables Ties, Cable Tie mounts for AV installs. Requested by REDACTED PERSONAL DATA",Book Stores (5942)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Marketplace,01/06/2017,12055345,163.05 ,"HDMI cables (1m & 3m), Right-Angle HDMI adapters & Velcro tape for AV equipment installs. requested *",Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,01/06/2017,12055345,-1.24 ,Credit Voucher Asda Home Shopping,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,01/06/2017,12055345,224.26 ,weekly shop,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1030,Disclosure & Barring,01/06/2017,12055345,13.00 ,Updated DBS Certificate,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1030,Co-Op Group 070686,01/06/2017,12055345,16.28 ,Refreshments for Education drive meeting.,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,Itunes.Com/Bill,01/06/2017,12055345,1.98 ,App,Record Shops (5735)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,Amazon Prime,01/06/2017,12055345,7.99 ,Subscription,Continuity/Subscription Mercht (5968)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,Greater Anglia Trains,01/06/2017,12055345,28.00 ,REDACTED PERSONAL DATA Train to NorwichNew Geographies Meeting,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1321,Ryman,01/06/2017,12055345,23.02 ,document wallets and whiteboard markers,Stationery Stores (5943)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1321,Asda Superstore,01/06/2017,12055345,51.00 ,food items,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Highways And Transport Services,5005,Www.Ice.Org.Uk,01/06/2017,12055345,267.50 ,ICE registration fee,Member Organizations - Def (8699)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4120,Amazon UK Marketplace,01/06/2017,12055345,5.76 ,Targets for adjusting accuracy of Pigeon control air rifle,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3471,Booker Limited Southend O,01/06/2017,12055345,27.78 ,Catering for project work,Caterers (5811)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3471,Booker Limited Southend O,01/06/2017,12055345,5.74 ,Catering for project work,Caterers (5811)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4015,The Edge (Systems) Lim,01/06/2017,12055345,132.00 ,Tickets for Cliff Lift,Commercial Photo/Art/Graph (7333)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Parcel2go.Com Ltd,01/06/2017,12055345,12.34 ,RFID Tags delivery to Dawsons via TNT,Courier Services (4215)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amz*hdcentral,01/06/2017,12055345,-5.99 ,Credit Voucher Amz*hdcentral Refund for 1x Cablesson Right Angle 270 degree HDMI adapter that was no *,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Marketplace,01/06/2017,12055345,44.90 ,F0243756: 1m HDMI cables x5 for installation of VC kit. Requested by REDACTED PERSONAL DATA,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle Tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle Tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle Tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle Tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Dvla Vehicle Tax,01/06/2017,12055345,242.50 ,DVLA Vehicle tax,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,Hootsuite Media Inc.,01/06/2017,12055345,11.99 ,Events advertising,Business Services - Default (7399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1321,Homebase Ltd 202,01/06/2017,12055345,17.74 ,wire dustbins,Lumber/Build. Supply Stores (5211)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1321,Currys,01/06/2017,12055345,139.96 ,shredder and laminating pouches,Electronics Sales (5732)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,Wilko.Com,01/06/2017,12055345,9.00 ,Glass jugs for meetings,Household Appliance Stores (5722)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4010,Www.Electricaldirect.C,01/06/2017,12055345,32.68 ,Metal tray for wiring x2,Electrical Parts/Equipment (5065)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4015,The Post Office,01/06/2017,12055345,8.55 ,"Return of costume item to lender - Black Tie exhibition, Beecroft Art Gallery",Postage Stamps (9402)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3201,Eb *seminar Managing P,01/06/2017,12055345,239.94 ,Attendance of REDACTED PERSONAL DATA @ Managing People through the Challenge of Change 12th June 2017,Business Services - Default (7399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3201,Eb *seminar Managing P,01/06/2017,12055345,239.94 ,Attendance of REDACTED PERSONAL DATA @ Managing People through the Challenge of Change 12th June 2017,Business Services - Default (7399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7111,Www.Ukpos.Com,01/06/2017,12055345,351.00 ,A4 Wall mounted poster kits for prayer room.,Stationery Stores (5943)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Screwfix Direct,01/06/2017,12055345,42.99 ,Dewalt Bolster safety shoe size 11,Lumber/Build. Supply Stores (5211)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1085,Asda Home Shopping,01/06/2017,12055345,-52.24 ,Credit Voucher Asda Home Shopping,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1085,Asda Home Shopping,01/06/2017,12055345,293.94 ,Asda Food Shopping,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,Mailchimp,01/06/2017,12055345,59.33 ,Email campaign,Business Services - Default (7399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1030,Ncp Limited,01/06/2017,12055345,4.80 ,Parking for meeting in Birmingham on 01.06.2017,"Parking Lots, Meters, Garages (7523)"
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4010,Paypal,01/06/2017,12055345,13.50 ,Equipment for Maximum Overdrive (second hand),Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4015,Wilko Retail Limit,02/06/2017,12055345,13.00 ,"Protective covers for art collections in basement store, Beecroft Art Gallery",Household Appliance Stores (5722)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Environmental And Regulatory Services,7035,Www.Publicpolicyexchan,02/06/2017,12055345,354.00 ,REDACTED PERSONAL DATA - The Future of the Night-Time Economy: Promoting Cooperation in Entertainment andAlcohol *,Business Services - Default (7399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,02/06/2017,12055345,64.76 ,Bread & milk,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4010,The Post Office,02/06/2017,12055345,3.90 ,Postage of Licences for Twenty One,Postage Stamps (9402)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2047,Greater Anglia T/o,02/06/2017,12055345,38.70 ,travel for attendance at leadership training - REDACTED PERSONAL DATA,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4115,Lidl Uk,02/06/2017,12055345,69.99 ,Spanner and socket set for outposts,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,The Factory Shops Essex L,02/06/2017,12055345,17.49 ,"Volunteer tea party equipment - plates, napkins etc",Misc Gen Merchandise - Def (5399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1342,Currys Online,02/06/2017,12055345,239.98 , of a fridge freezer for Southend Care offices,Electronics Sales (5732)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Audon Electronics,02/06/2017,12055345,174.00 ,P8510 Ethernet Thermometer Sensor to monitor Tickfield POP,Electrical Parts/Equipment (5065)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7175,Amazon UK Marketplace,03/06/2017,12055345,62.00 ,2 pairs safety boot,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4010,The Post Office,03/06/2017,12055345,16.90 ,Postage of events programs Maximum Overdrive,Postage Stamps (9402)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4120,Poundworld Retail,04/06/2017,12055345,3.00 ,Cat food for pier cat.,Discount Stores (5310)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3105,Amazon UK Marketplace,05/06/2017,12055345,57.99 ,Amazon -Step Ladder,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,Starbucks,05/06/2017,12055345,6.35 ,Refreshments for attendance at commissioning training x2 attendees,Fast Food Restaurants (5814)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,Greater Anglia T/o,05/06/2017,12055345,61.00 ,Travel to Commissioning induction in London for x2 group members,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Retail,05/06/2017,12055345,45.23 ,F0244059: 5x Sony LTO-2 cleaning tape for Vancover. Requested by REDACTED PERSONAL DATA,Other Direct Marketers (5969)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,"Amazon Svcs Europe,sar",05/06/2017,12055345,55.99 ,F0244059: 5x Sony LTO-2 200GB (400B compressed) tapes for Vancover. Requested by REDACTED PERSONAL DATA,Book Stores (5942)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Central Services to the Public,7540,Boc Tel Order,05/06/2017,12055345,64.14 ,B.O.C. payment for Bottle Hire,Chemicals/Allied Prods - Def (5169)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Aldi,05/06/2017,12055345,2.43 ,Volunteer tea party,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Aldi,05/06/2017,12055345,53.47 ,Volunteer Tea Party,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Aldi,05/06/2017,12055345,12.39 ,Volunteer Tea Party,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2005,East Midlands Trains,05/06/2017,12055345,137.00 ,"Rail travel, REDACTED PERSONAL DATA - Electoral Registration.",Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1342,Chelmsford Council,05/06/2017,12055345,4.50 ,Car parking to attend Market Shaping Strategy Event,Govt Serv - Default (9399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Trainline,05/06/2017,12055345,35.14 ,InfoSec 2017 Train Tickets 06-06-17,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3471,Asda Superstore,05/06/2017,12055345,10.95 ,Groceries for Shoebury cafe,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4120,Farmfoods- Southen,05/06/2017,12055345,19.98 ,Cat food for pier cat.,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7515,Costco On-Line,06/06/2017,12055345,26.40 ,cosco membershio,Wholesale Clubs (5300)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Marketplace,06/06/2017,12055345,66.98 ,F0244482: Wireless IP cameras to test with a view of them being used for remote monitoring of vulner *,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Amazon UK Retail,06/06/2017,12055345,25.64 ,Ironing board covers,Other Direct Marketers (5969)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,06/06/2017,12055345,188.55 ,weekly shop,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Www.Thefatpizza.Co.Uk,06/06/2017,12055345,22.50 ,hospitality,Fast Food Restaurants (5814)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3105,Www.Gear4music.Com,07/06/2017,12055345,29.93 ,gear4Music - Guitar strap and leads,Music Stores/Pianos (5733)
