Month,Organisation name,Organisation Code,Directorate,Service Category label,Service Category code,Supplier name,Payment date,Transaction number,Net Amount,Purpose of spend,Procurement classification
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2156,Hmcts-Essex061,19/06/2017,12055345,"3,849.00 ",Council Tax Summonses 12th July 2017,Fines (9222)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Public Health,Public Health,-,Trainline,19/06/2017,12055345,64.46 ,REDACTED PERSONAL DATA travel from Manningtree to Cambridge and return. Knowledge & Information team briefing,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Central Services to the Public,7540,Office Outlet,19/06/2017,12055345,31.92 ,BOTTLED WATER FOR STAFF IN HEATWAVE,Stationery Stores (5943)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Environmental And Regulatory Services,4525,Currys,19/06/2017,12055345,29.98 ,HDMI and VGA leads required for Surface Pro 3 laptop - to enable connection to screen for presentati *,Electronics Sales (5732)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3471,Asda Superstore,19/06/2017,12055345,13.97 ,Groceries for Shoebury cafe,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7505,Costco.Co.Uk,18/06/2017,12055345,289.99 ,pallet of water for staff during hot spell,Wholesale Clubs (5300)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,B&m Retail Ltd,20/06/2017,12055345,12.99 ,staff kitchen kettle,Discount Stores (5310)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7120,Booker Limited Southend O,20/06/2017,12055345,25.04 ,"bowls for promo items, mints etc for external events",Caterers (5811)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1321,Amazon.Co.Uk,20/06/2017,12055345,15.00 ,gold and silver musical bells,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,20/06/2017,12055345,267.32 ,Weekly shop,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,Ryman,20/06/2017,12055345,15.98 ,Workshop materials,Stationery Stores (5943)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1321,B & Q 1372,20/06/2017,12055345,94.00 ,desk and tower fans from b & q,Lumber/Build. Supply Stores (5211)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Housing Services,6046,St Anns,20/06/2017,12055345,24.64 ,Materials for Handyman Job - St Anns,Lumber/Build. Supply Stores (5211)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2005,C2c Atos Webtis,20/06/2017,12055345,25.50 ,"Rail travel for REDACTED PERSONAL DATA, Electoral Registration.",Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Amazon UK Marketplace,20/06/2017,12055345,18.94 ,Re-purchase of Proster Anemometer Digital LCD Wind Speed Meter Gauge Air Flow Velocity Measurement T *,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Pure Fashions,20/06/2017,12055345,175.00 ,Poppies merchanidse - scarves,Womens Ready To Wear Stores (5621)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Highways And Transport Services,5015,Amazon.Co.Uk,20/06/2017,12055345,27.97 ,Charging adaptors for EUTRACE project,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Wilko Retail Limit,21/06/2017,12055345,5.00 ,Colouring pencils for Colour me Calm sessions starting 4/7/17,Household Appliance Stores (5722)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Housing Services,6045,Www.Interchangecomms.C,21/06/2017,12055345,948.00 ,CIH Manchester,Professional Services - Def (8999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Central Services to the Public,7110,Trainline,21/06/2017,12055345,50.29 ,Train Fares for REDACTED PERSONAL DATA and REDACTED PERSONAL DATA for a Fire Seminar in London,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4015,Makro Self Service Raylei,21/06/2017,12055345,117.30 ,Lines 1 & 3: Drinks & snacks to support the coffee offer at Prittlewell Priory.Line 2: Water to sup *,Wholesale Clubs (5300)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4256,Makro Self Service Raylei,21/06/2017,12055345,5.74 ,Lines 1 & 3: Drinks & snacks to support the coffee offer at Prittlewell Priory.Line 2: Water to sup *,Wholesale Clubs (5300)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4015,Makro Self Service Raylei,21/06/2017,12055345,58.97 ,Lines 1 & 3: Drinks & snacks to support the coffee offer at Prittlewell Priory.Line 2: Water to sup *,Wholesale Clubs (5300)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2074,Trainline,21/06/2017,12055345,93.33 ,12/7 - REDACTED PERSONAL DATA - CIPFA Conference 12/7 - 14/7. Euston to Manchester,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,M6 Toll,21/06/2017,12055345,5.50 ,toll,Toll And Bridge Fees (4784)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,The Works,21/06/2017,12055345,5.00 ,materials for workshops,Discount Stores (5310)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,Ryman,21/06/2017,12055345,16.10 ,Workshop materials,Stationery Stores (5943)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,C2c - S/end Ctl Sst,21/06/2017,12055345,23.40 ,On peak train run to London - meeting,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,Vistapr*vistaprint.Com,21/06/2017,12055345,36.87 ,Visitor catering equipment,Misc Publishing & Printing (2741)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2156,Greater Anglia T/o,21/06/2017,12055345,38.70 ,REDACTED PERSONAL DATA train fare IRRV Forum,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Marketplace,21/06/2017,12055345,4.48 ,F0246176: Case for REDACTED PERSONAL DATA Samsung Galaxy J5 (2016) mobile phone.,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2036,Southend Borough C,21/06/2017,12055345,12.00 ,Pier Train,Mgmt/Consult/Public Rel Ser (7392)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Highways And Transport Services,5015,C2c - Leigh On Sea,21/06/2017,12055345,25.50 ,SELEP programme consideration meeting - London - return rail fare,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Environmental And Regulatory Services,4525,C2c - Leigh On Sea,21/06/2017,12055345,25.50 ,Attendance at Home Office Gangs / County Line Workshop (keynote presentation provided - Op Stonegate *,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1342,Nandos Trafford Centre,21/06/2017,12055345,21.50 ,Dinner for 2 whilst attending Excellence in Local Government event,Eating Places/Restaurants (5812)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1506,C2c - Southend East,22/06/2017,12055345,26.20 ,Travel to meeting in London,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,22/06/2017,12055345,-2.00 ,Credit Voucher Asda Home Shopping,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1085,Asda Home Shopping,22/06/2017,12055345,299.47 ,Delaware's weekly shop,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,M6 Toll,22/06/2017,12055345,5.50 ,toll,Toll And Bridge Fees (4784)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,National Car Parks,22/06/2017,12055345,6.60 ,Car parking for funding workshop in London,"Parking Lots, Meters, Garages (7523)"
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,London Taxi Journe,22/06/2017,12055345,17.38 ,travel costs removed,Taxicabs/Limousines (4121)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2047,Greater Anglia T/o,22/06/2017,12055345,38.70 ,Travel to London for funding workshop,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,Act Now Training,22/06/2017,12055345,518.40 ,Introductory FOI Training in London,Mgmt/Consult/Public Rel Ser (7392)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Central Services to the Public,7540,Currys,22/06/2017,12055345,109.99 ,Fridge for landscape mess room as previous one failed in heatwave.,Electronics Sales (5732)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1209,Pcs*elite Logistics A,22/06/2017,12055345,72.00 ,Express Curing of replacement handset for Riser recliner. To prevent Service User having to go in to *,Courier Services (4215)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Poundland,22/06/2017,12055345,25.00 ,Materials for Poppies closing event,Discount Stores (5310)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Wilko Retail Limit,22/06/2017,12055345,25.00 ,Materials for Poppies closing event,Household Appliance Stores (5722)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Ncp Limited,22/06/2017,12055345,7.00 ,parking,"Parking Lots, Meters, Garages (7523)"
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2047,Www.Addisonlee.Com,22/06/2017,12055345,12.90 ,Travel from funding workshop (REDACTED PERSONAL DATA foot injury),Taxicabs/Limousines (4121)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2045,London Taxi Journe,22/06/2017,12055345,-17.38 ,Credit Voucher London Taxi Journe,Taxicabs/Limousines (4121)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2047,Heathrow Taxi Services Li,22/06/2017,12055345,18.00 ,Travel to funding workshop (REDACTED PERSONAL DATA foot injury),Taxicabs/Limousines (4121)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7096,Amazon UK Marketplace,23/06/2017,12055345,80.12 ,2 x natural spring water (4 x 35 x 500ml) (140 bottles) supply passenger transport drivers following *,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,23/06/2017,12055345,67.76 ,Bread & milk,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Eats,23/06/2017,12055345,5.90 ,subsistence,Eating Places/Restaurants (5812)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4055,Post Office Ltd,23/06/2017,12055345,2.40 ,Postage of #69 and #62 to Tate Archive,Postage Stamps (9402)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4280,Izod & Burnip Ltd,23/06/2017,12055345,9.70 ,fixings and drill bits for shelf's and key safes.,Hardware Stores (5251)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4255,Brights Locksmiths Ltd,23/06/2017,12055345,34.80 ,emergency needed front door keys to a few libraries I did not have.,Spec Contractors - Default (1799)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Trainline,23/06/2017,12055345,99.65 ,travel to conference Manchester,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Asda Superstore,23/06/2017,12055345,26.00 ,Poppies closing event refreshments,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Tesco Store 2882,23/06/2017,12055345,30.00 ,Poppies closing event - refreshments,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1342,Amazon UK Retail Amazon.C,23/06/2017,12055345,98.77 ,d 3 text books for Transformation team learning,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Trainline,23/06/2017,12055345,27.49 ,Travel to Public Sector Show 27-06-17 for REDACTED PERSONAL DATA,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7096,Amazon.Co.Uk,24/06/2017,12055345,18.30 ,3 x thermos cool bag ice pack freeze (pack of 3) for passenger transport drivers,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Marketplace,24/06/2017,12055345,59.29 ,F0240089: Cases for Motorola Moto G4 Play phones that we have given out. Requested by REDACTED PERSONAL DATA,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Environmental And Regulatory Services,4525,Henry Higgins Fish And,24/06/2017,12055345,13.90 ,Subsistence claim for EST team re unauthorised Car Cruise and joint partnership briefing 24th June ( *,Fast Food Restaurants (5814)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Marketplace,25/06/2017,12055345,190.80 ,"F0246414: Remote controlled Smart Plugs, Logitech Harmony Hub, Extension sockets and cable tidy for *",Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Retail,25/06/2017,12055345,10.59 ,F0246416 AA batteries for ICT use. Requested by REDACTED PERSONAL DATA,Other Direct Marketers (5969)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Sainsburys S/Mkts,25/06/2017,12055345,9.90 ,Poppies closing event - refreshments,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Asda Stores Rayleigh42,25/06/2017,12055345,35.25 ,Poppies closing event - refreshments,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7096,Mobilitysma,26/06/2017,12055345,11.53 , of stick & crutch holder for member of staff returning to work and adjustment required,Professional Services - Def (8999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1506,Eb *difficult Commissi,26/06/2017,12055345,240.00 ,Kings Fund Conference 05.07.17 - registration fee,Business Services - Default (7399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1085,Asda Home Shopping,26/06/2017,12055345,68.39 ,Garden party food shop,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7105,Norwich,26/06/2017,12055345,255.00 ,REDACTED PERSONAL DATA vs SBC - Application - Waiting for receipt to arrive.,Fines (9222)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,7130,Amazon UK Marketplace,26/06/2017,12055345,15.99 ,F0245897: Case for CEO's Microsoft Surface Book. Ordered by REDACTED PERSONAL DATA,Book Stores (5942)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,7015,Argos Ltd,26/06/2017,12055345,14.69 ,Packing boxes for items in Welfare unit - Poppies,Discount Stores (5310)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Children And Education Services,3471,Asda Superstore,26/06/2017,12055345,12.74 ,Groceries for Shoebury Cafe,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Central Services to the Public,7110,Amazon UK Marketplace,27/06/2017,12055345,24.82 ,laminator for REDACTED PERSONAL DATA,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Central Services to the Public,7110,Amazon UK Marketplace,27/06/2017,12055345,41.75 ,assett labels for REDACTED PERSONAL DATA,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Housing Services,6045,M6 Toll,27/06/2017,12055345,5.50 ,M6 tOLL,Toll And Bridge Fees (4784)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Housing Services,6045,Old Wellington,27/06/2017,12055345,14.60 ,cAR Park Manchester,Eating Places/Restaurants (5812)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1090,Asda Home Shopping,27/06/2017,12055345,54.20 ,Bread & milk,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Paypal,27/06/2017,12055345,10.76 ,staff summer event,Hobby/Toy/Game Stores (5945)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Amazon UK Retail,27/06/2017,12055345,34.99 ,staff summer event,Other Direct Marketers (5969)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Www.Partypieces.Co.Uk,27/06/2017,12055345,38.85 ,staff summer event,Other Direct Marketers (5969)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Www.Partyrama.Co.Uk,27/06/2017,12055345,57.96 ,staff summer event,Misc Speciality Retail (5999)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,1025,Www.Partypieces.Co.Uk,27/06/2017,12055345,76.31 ,staff summer event,Other Direct Marketers (5969)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Housing Services,6046,B & Q 1372,27/06/2017,12055345,33.02 ,Materials for Handyman job,Lumber/Build. Supply Stores (5211)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2036,Sl-Ncp-Adaptis Ecom Ga,27/06/2017,12055345,6.80 ,Car park,"Parking Lots, Meters, Garages (7523)"
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2036,Greater Anglia T/o,27/06/2017,12055345,27.90 ,Train journey,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4204,The Factory Shops Essex L,27/06/2017,12055345,13.95 ,Storage boxes,Misc Gen Merchandise - Def (5399)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Place,Cultural And Related Services,4204,Sportsdirect 297,27/06/2017,12055345,30.00 ,Litter Picker Bags,Sporting Goods Stores (5941)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2014,Sainsburys S/mkts,27/06/2017,12055345,11.63 ,Refreshments for Essex Civic Officers' meeting at Porters.,Grocery Stores/Supermarkets (5411)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,Department of the Chief Executive,Central Services to the Public,2012,Strand Gallery Ltd,27/06/2017,12055345,288.00 ,Replacement glass on 4 large paintings to be hung in Porters.,Art Dealers & Galleries (5971)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,7150,Trainline,27/06/2017,12055345,18.31 ,Travel for REDACTED PERSONAL DATA to the CIPS awards.,Passenger Railways (4112)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Central Services to the Public,7150,Www.Cips.Org,27/06/2017,12055345,187.68 ,CIPS membership for REDACTED PERSONAL DATA,Member Organizations - Def (8699)
June,Southend-on-Sea Borough Council,http://opendatacommunities.org/id/unitary-authority/southend,People,Adult Social Care,1342,C2c Atos Webtis,27/06/2017,12055345,104.10 ,Travel for 4 staff to attend Health + Care Conference at the Excel Centre in London,Passenger Railways (4112)
